Device time,"Ambient air temperature (â„ƒ)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Fuel level input (L)","Instant engine power (based on acceleration) (kW)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
18-09-2020 18:18:06.658,,,,,,,5451,,,,,,
18-09-2020 18:18:06.707,,,,1.17647058823529,,,,,,217.647058823529,,,
18-09-2020 18:18:06.755,,30.5300569550479,,,0.126061045027778,13.9865616145833,,,315.114474573079,,2.96742966998799,87,
18-09-2020 18:18:06.801,,,,,,,5564,,,,,,
18-09-2020 18:18:06.847,,,,1.14117647058824,,,,,,214.117647058824,,,
18-09-2020 18:18:06.893,,31.0579417674742,,,0.129429619027778,13.9899301885833,,,325.369238164083,,2.97856641479313,88,
18-09-2020 18:18:06.952,,,,,,,5645,,,,,,
18-09-2020 18:18:06.997,,,,1.12941176470588,,,,,,212.941176470588,,,
18-09-2020 18:18:07.043,,31.639461163616,,,0.133166831527778,13.9936674010833,,,345.573902484963,,2.92572280274414,90,
18-09-2020 18:18:07.088,,,,,,,5722,,,,,,
18-09-2020 18:18:07.133,,,,1.09411764705882,,,,,,209.411764705882,,,
18-09-2020 18:18:07.180,,32.1731370365775,,,0.136641482,13.9971420515556,,,356.371828831752,,2.92699397952462,91,
18-09-2020 18:18:07.226,,,,,,,5812,,,,,,
18-09-2020 18:18:07.272,,,,1.03529411764706,,,,,,203.529411764706,,,
18-09-2020 18:18:07.378,,32.9501699785452,,,0.141752346083333,14.0022529156389,,,375.233638487212,,2.67646251948799,93,
18-09-2020 18:18:07.427,,,,,,,5939,,,,,,
18-09-2020 18:18:07.477,,,,1,,,,,,200,,,
18-09-2020 18:18:07.523,,33.5250314648792,,,0.145574174972222,14.0060747445278,,,404.054316780001,,3.0882423062443,95,
18-09-2020 18:18:07.569,,,,,,,6021,,,,,,
18-09-2020 18:18:07.615,,,,0.964705882352941,,,,,,196.470588235294,,,
18-09-2020 18:18:07.657,,34.0581931311883,,,0.149162238972222,14.0096628085278,,,410.777019129962,,2.71220833318416,96,
18-09-2020 18:18:07.708,,,,,,,6104,,,,,,
18-09-2020 18:18:07.755,,,,0.976470588235294,,,,,,197.647058823529,,,
18-09-2020 18:18:07.801,,34.6267945158559,,,0.153034961277778,14.0135355308333,,,422.545204946392,,2.68387265217504,97,
18-09-2020 18:18:07.846,,,,,,,6176,,,,,,
18-09-2020 18:18:07.891,,,,0.976470588235294,,,,,,197.647058823529,,,
18-09-2020 18:18:07.937,,35.1699682001964,,,0.156758321027778,14.0172588905833,,,451.944804716429,,2.98433718378485,99,
18-09-2020 18:18:07.982,,,,,,,6248,,,,,,
18-09-2020 18:18:08.030,,,,0.952941176470588,,,,,,195.294117647059,,,
18-09-2020 18:18:08.076,,35.7288868107381,,,0.160634390472222,14.0211349600278,,,457.995584397356,,2.51054393304263,100,
18-09-2020 18:18:08.120,,,,,,,6368,,,,,,
18-09-2020 18:18:08.164,,,,0.505882352941177,,,,,,150.588235294118,,,
18-09-2020 18:18:08.211,,36.2507352145235,,,0.164335967472222,14.0248365370278,,,,,,99,
18-09-2020 18:18:08.257,,,,,,,6264,,,,,,
18-09-2020 18:18:08.301,,,,-0.552941176470588,,,,,,44.7058823529412,,,
18-09-2020 18:18:08.344,,36.7598493162723,,,0.168007101972222,14.0285076715278,,,,,,99,
18-09-2020 18:18:08.391,,,,,,,6065,,,,,,
18-09-2020 18:18:08.439,,,,-0.670588235294118,,,,,,32.9411764705882,,,
18-09-2020 18:18:08.486,,37.2922066604577,,,0.171910608722222,14.0324111782778,,,408.912783152235,,0,99,
18-09-2020 18:18:08.557,,,,,,,5854,,,,,,
18-09-2020 18:18:08.601,,,,-0.682352941176471,,,,,,31.7647058823529,,,
18-09-2020 18:18:08.670,,37.9680183679967,,,0.176964088472222,14.0374646580278,,,402.167353011188,,-0.467806002572259,99,
18-09-2020 18:18:08.715,,,,,,,5669,,,,,,
18-09-2020 18:18:08.760,,,,-0.694117647058824,,,,,,30.5882352941176,,,
18-09-2020 18:18:08.809,,38.4680683293428,,,0.180775888222222,14.0412764577778,,,408.912783152235,,0,99,
18-09-2020 18:18:08.856,,,,,,,5501,,,,,,
18-09-2020 18:18:08.926,,,,-0.694117647058824,,,,,,30.5882352941176,,,
18-09-2020 18:18:08.974,,39.0525673978571,,,0.185314339722222,14.0458149092778,,,408.912783152235,,0,99,
18-09-2020 18:18:09.019,,,,,,,5318,,,,,,
18-09-2020 18:18:09.064,,,,-0.694117647058824,,,,,,30.5882352941176,,,
18-09-2020 18:18:09.109,,39.5166306790898,,,0.189002079722222,14.0495026492778,,,390.280591881566,,-0.445971593892844,98,
18-09-2020 18:18:09.157,,,,,,,5170,,,,,,
18-09-2020 18:18:09.176,,,,-0.705882352941177,,,,,,29.4117647058824,,,
18-09-2020 18:18:09.223,,39.9078822106855,,,0.192137142972222,14.0526377125278,,,,,,99,
18-09-2020 18:18:09.269,,,,,,,5050,,,,,,
18-09-2020 18:18:09.317,,,,-0.705882352941177,,,,,,29.4117647058824,,,
18-09-2020 18:18:09.534,,40.9304497322827,,,0.20059155125,14.0610921208056,,,,,,98,
18-09-2020 18:18:09.803,,,,,,,4657,,,,,,
18-09-2020 18:18:10.006,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:10.209,,42.9239822891069,,,0.218414129166667,14.0789146987222,,,,,,95,
18-09-2020 18:18:10.246,,,,,,,4056,,,,,,
18-09-2020 18:18:10.295,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:10.339,,43.2833448842665,,,0.221803150333333,14.0823037198889,,,337.662901642075,,-0.903498458970441,94,
18-09-2020 18:18:10.383,,,,,,,3954,,,,,,
18-09-2020 18:18:10.429,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:10.497,,43.7064233252422,,,0.225893561583333,14.0863941311389,,,321.260495869443,,-1.30814998106976,93,
18-09-2020 18:18:10.544,,,,,,,3810,,,,,,
18-09-2020 18:18:10.590,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:10.632,,44.0535136405768,,,0.229335744138889,14.0898363136944,,,307.82935209035,,-1.51740748624516,92,
18-09-2020 18:18:10.679,,,,,,,3688,,,,,,
18-09-2020 18:18:10.725,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:10.768,,44.4002765959726,,,0.232824821138889,14.0933253906944,,,308.202850086582,,-1.48953396831571,92,
18-09-2020 18:18:10.892,,,,,,,3576,,,,,,
18-09-2020 18:18:10.937,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:10.983,,44.9234826346741,,,0.238243267,14.0987438365556,,,300.42474814374,,-1.2941228600902,91,
18-09-2020 18:18:11.033,,,,,,,3384,,,,,,
18-09-2020 18:18:11.081,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:11.127,,45.2603538240478,,,0.2418371995,14.1023377690556,,,289.865339687603,,-1.32409959241566,90,
18-09-2020 18:18:11.197,,,,,,,3266,,,,,,
18-09-2020 18:18:11.245,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:11.290,,45.6298397479741,,,0.245888575916667,14.1063891454722,,,280.688465176032,,-1.26565174559448,89,
18-09-2020 18:18:11.337,,,,,,,3138,,,,,,
18-09-2020 18:18:11.383,,,,-0.752941176470588,,,,,,24.7058823529412,,,
18-09-2020 18:18:11.429,,45.9299576456596,,,0.249276272805556,14.1097768423611,,,265.6339452706,,-1.68201030103477,88,
18-09-2020 18:18:11.477,,,,,,,3030,,,,,,
18-09-2020 18:18:11.520,,,,-0.752941176470588,,,,,,24.7058823529412,,,
18-09-2020 18:18:11.570,,46.2238588223634,,,0.252674722388889,14.1131752919444,,,253.519685935579,,-1.89346323097006,87,
18-09-2020 18:18:11.617,,,,,,,2916,,,,,,
18-09-2020 18:18:11.662,,,,-0.752941176470588,,,,,,24.7058823529412,,,
18-09-2020 18:18:11.707,,46.4988404208687,,,0.255947275611111,14.1164478451667,,,244.060863049289,,-1.91539970637689,86,
18-09-2020 18:18:11.755,,,,,,,2813,,,,,,
18-09-2020 18:18:11.802,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:11.850,,46.7752951239881,,,0.259331146861111,14.1198317164167,,,234.230122135954,,-1.98545865961368,85,
18-09-2020 18:18:11.896,,,,,,,2693,,,,,,
18-09-2020 18:18:11.943,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:12.014,,47.078704278683,,,0.263158291861111,14.1236588614167,,,226.542973019357,,-1.89954499438931,84,
18-09-2020 18:18:12.062,,,,,,,2565,,,,,,
18-09-2020 18:18:12.108,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:12.154,,47.3340998316363,,,0.266428869194444,14.12692943875,,,232.340384087501,,-1.42568925517317,84,
18-09-2020 18:18:12.203,,,,,,,2466,,,,,,
18-09-2020 18:18:12.248,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:12.294,,47.5793717937139,,,0.269663897944444,14.1301644675,,,223.830249962571,,-1.41764390531636,83,
18-09-2020 18:18:12.341,,,,,,,2362,,,,,,
18-09-2020 18:18:12.389,,,,-0.741176470588235,,,,,,25.8823529411765,,,
18-09-2020 18:18:12.434,,47.8131213734964,,,0.272841584722222,14.1333421542778,,,215.321241219065,,-1.42688053437018,82,
18-09-2020 18:18:12.475,,,,,,,2253,,,,,,
18-09-2020 18:18:12.521,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:12.567,,48.0260437326938,,,0.275826290722222,14.1363268602778,,,206.176220179691,,-1.50783058642788,81,
18-09-2020 18:18:12.614,,,,,,,2148,,,,,,
18-09-2020 18:18:12.660,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:12.709,,48.2443530362479,,,0.2789850285,14.1394855980556,,,192.427817110935,,-2.00345604181036,80,
18-09-2020 18:18:12.758,,,,,,,2038,,,,,,
18-09-2020 18:18:12.801,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:12.851,,48.4598943307755,,,0.282146446277778,14.1426470158333,,,198.32637328656,,-1.49722698589942,80,
18-09-2020 18:18:12.897,,,,,,,1935,,,,,,
18-09-2020 18:18:12.946,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:12.992,,48.6634701974836,,,0.285233143055556,14.1457337126111,,,190.588596111367,,-1.49419555828256,79,
18-09-2020 18:18:13.039,,,,,,,1828,,,,,,
18-09-2020 18:18:13.083,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:13.128,,48.8513863728228,,,0.288180516055556,14.1486810856111,,,183.117505294368,,-1.48519512939168,78,
18-09-2020 18:18:13.145,,,,,,,1730,,,,,,
18-09-2020 18:18:13.189,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:13.235,,48.9931784503389,,,0.290480386277778,14.1509809558333,,,174.646476855113,,-1.58270781555047,77,
18-09-2020 18:18:13.284,,,,,,,1655,,,,,,
18-09-2020 18:18:13.328,,,,-0.717647058823529,,,,,,28.2352941176471,,,
18-09-2020 18:18:13.373,,49.1724581706968,,,0.293421240861111,14.1539218104167,,,174.484784986624,,-1.59712527671793,77,
18-09-2020 18:18:13.419,,,,,,,1563,,,,,,
18-09-2020 18:18:13.628,,,,-0.705882352941177,,,,,,29.4117647058824,,,
18-09-2020 18:18:13.831,,49.7123534926875,,,0.302977147111111,14.1634777166667,,,163.331577604224,,-1.32364099859395,75,
18-09-2020 18:18:14.034,,,,,,,1324,,,,,,
18-09-2020 18:18:14.304,,,,-0.729411764705882,,,,,,27.0588235294118,,,
18-09-2020 18:18:14.352,,50.2289581403429,,,0.313389255111111,14.1738898246667,,,143.021607572851,,-1.36135258329449,72,
18-09-2020 18:18:14.400,,,,,,,1111,,,,,,
18-09-2020 18:18:14.445,,,,-0.705882352941177,,,,,,29.4117647058824,,,
18-09-2020 18:18:14.490,,50.3556344038505,,,0.316107227805556,14.1766077973611,,,137.096936661236,,-1.32842422132887,71,
18-09-2020 18:18:14.537,,,,,,,1056,,,,,,
18-09-2020 18:18:14.585,,,,-0.694117647058824,,,,,,30.5882352941176,,,
18-09-2020 18:18:14.630,,50.4767581871242,,,0.31883358975,14.1793341593056,,,128.77946961564,,-1.54685616025875,70,
18-09-2020 18:18:14.677,,,,,,,1027,,,,,,
18-09-2020 18:18:14.719,,,,-0.670588235294118,,,,,,32.9411764705882,,,
18-09-2020 18:18:14.764,,50.5909522984201,,,0.321435550027778,14.1819361195833,,,129.368732339911,,-1.48905956370483,70,
18-09-2020 18:18:14.810,,,,,,,1004,,,,,,
18-09-2020 18:18:14.853,,,,-0.635294117647059,,,,,,36.4705882352941,,,
18-09-2020 18:18:14.899,,50.6994738360597,,,0.324034804944444,14.1845353745,,,123.14507999723,,-1.52225379782533,69,
18-09-2020 18:18:14.946,,,,,,,983,,,,,,
18-09-2020 18:18:14.992,,,,-0.623529411764706,,,,,,37.6470588235294,,,
18-09-2020 18:18:15.036,,50.8073665825032,,,0.326650115777778,14.1871506853333,,,128.219257696605,,-1.01735083713934,69,
18-09-2020 18:18:15.165,,,,,,,,15.75,,,,,
18-09-2020 18:18:15.296,,,100,,,,,,,,,,
18-09-2020 18:18:15.423,14,,,,,,,,,,,,
18-09-2020 18:18:15.470,,,,,,,962,,,,,,
18-09-2020 18:18:15.522,,,,-0.6,,,,,,40,,,
18-09-2020 18:18:15.569,,51.1718319549252,,,0.336568706444444,14.197069276,,,118.091078422407,,-0.88736631027906,67,
18-09-2020 18:18:15.614,,,,,,,958,,,,,,
18-09-2020 18:18:15.659,,,,-0.6,,,,,,40,,,
18-09-2020 18:18:15.707,,51.2577538156529,,,0.339098933777778,14.1995995033333,,,109.833249206906,,-1.17822317441506,66,
18-09-2020 18:18:15.752,,,,,,,958,,,,,,
18-09-2020 18:18:15.798,,,,-0.588235294117647,,,,,,41.1764705882353,,,
18-09-2020 18:18:15.845,,51.3427816028888,,,0.341632109111111,14.2021326786667,,,112.688135362038,,-0.881237025547273,66,
18-09-2020 18:18:15.893,,,,,,,956,,,,,,
18-09-2020 18:18:15.938,,,,-0.611764705882353,,,,,,38.8235294117647,,,
18-09-2020 18:18:15.986,,51.4226138714198,,,0.344175275638889,14.2046758451944,,,104.661836927771,,-1.16964604756132,65,
18-09-2020 18:18:16.033,,,,,,,951,,,,,,
18-09-2020 18:18:16.084,,,,-0.6,,,,,,40,,,
18-09-2020 18:18:16.131,,51.5039560765355,,,0.346797480361111,14.2072980499167,,,106.379283807638,,-0.988236018669043,65,
18-09-2020 18:18:16.177,,,,,,,945,,,,,,
18-09-2020 18:18:16.223,,,,-0.611764705882353,,,,,,38.8235294117647,,,
18-09-2020 18:18:16.268,,51.5743291254786,,,0.349238205694444,14.20973877525,,,101.253651738889,,-0.989277087153551,64,
18-09-2020 18:18:16.314,,,,,,,944,,,,,,
18-09-2020 18:18:16.361,,,,-0.6,,,,,,40,,,
18-09-2020 18:18:16.409,,51.6457455852886,,,0.351742980805556,14.2122435503611,,,101.29869323879,,-0.984445117411127,64,
18-09-2020 18:18:16.458,,,,,,,951,,,,,,
18-09-2020 18:18:16.505,,,,-0.611764705882353,,,,,,38.8235294117647,,,
18-09-2020 18:18:16.556,,51.7132139348706,,,0.354307770305556,14.2148083398611,,,96.4345116354202,,-0.97458568997899,63,
18-09-2020 18:18:16.602,,,,,,,955,,,,,,
18-09-2020 18:18:16.645,,,,-0.611764705882353,,,,,,38.8235294117647,,,
18-09-2020 18:18:16.692,,51.7749919233443,,,0.356683633305556,14.2171842028611,,,96.2834628476787,,-0.991047137829108,63,
18-09-2020 18:18:16.739,,,,,,,959,,,,,,
18-09-2020 18:18:16.783,,,,-0.623529411764706,,,,,,37.6470588235294,,,
18-09-2020 18:18:16.828,,51.8308453563083,,,0.359029773583333,14.2195303431389,,,91.4708627776082,,-0.993063826535901,62,
18-09-2020 18:18:16.873,,,,,,,961,,,,,,
18-09-2020 18:18:16.918,,,,-0.611764705882353,,,,,,38.8235294117647,,,
18-09-2020 18:18:16.964,,51.8861387973416,,,0.361380109194444,14.22188067875,,,91.3986537660502,,-1.00106016275476,62,
18-09-2020 18:18:17.011,,,,,,,965,,,,,,
18-09-2020 18:18:17.057,,,,-0.623529411764706,,,,,,37.6470588235294,,,
18-09-2020 18:18:17.104,,51.9423082251444,,,0.36378922425,14.2242897938056,,,95.8638548822064,,-0.506589339248838,62,
18-09-2020 18:18:17.150,,,,,,,967,,,,,,
18-09-2020 18:18:17.198,,,,-0.623529411764706,,,,,,37.6470588235294,,,
18-09-2020 18:18:17.245,,51.9924574821103,,,0.36616807175,14.2266686413056,,,86.7301879352174,,-1.00469647376052,61,
18-09-2020 18:18:17.347,,,,,,,959,,,,,,
18-09-2020 18:18:17.395,,,,-0.623529411764706,,,,,,37.6470588235294,,,
18-09-2020 18:18:17.442,,52.0618910049926,,,0.36950525975,14.2300058293056,,,91.6353007489425,,-0.452605685328468,61,
18-09-2020 18:18:17.492,,,,,,,959,,,,,,
18-09-2020 18:18:17.644,,,,-0.635294117647059,,,,,,36.4705882352941,,,
18-09-2020 18:18:17.846,,52.1855782524666,,,0.376246863083333,14.2367474326389,,,85.5217732809901,,-0.630170231665701,60,
18-09-2020 18:18:18.051,,,,,,,945,,,,,,
18-09-2020 18:18:18.253,,,,-0.635294117647059,,,,,,36.4705882352941,,,
18-09-2020 18:18:18.416,,52.310605625864,,,0.385436948583333,14.2459375181389,,,75.071966556069,,-0.846863459103566,58,
18-09-2020 18:18:18.470,,,,,,,925,,,,,,
18-09-2020 18:18:18.517,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:18.561,,52.330613352902,,,0.387684525694445,14.24818509525,,,65.4040062136736,,-1.05510054977407,56,
18-09-2020 18:18:18.631,,,,,,,919,,,,,,
18-09-2020 18:18:18.677,,,,-0.635294117647059,,,,,,36.4705882352941,,,
18-09-2020 18:18:18.723,,52.3527478548399,,,0.390200702138889,14.2507012716944,,,65.1681191223796,,-1.08402116210503,56,
18-09-2020 18:18:18.772,,,,,,,918,,,,,,
18-09-2020 18:18:18.817,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:18.875,,52.3676370344761,,,0.39252036075,14.2530209303056,,,59.2998298572807,,-1.35013278717978,55,
18-09-2020 18:18:18.921,,,,,,,921,,,,,,
18-09-2020 18:18:18.964,,,,-0.635294117647059,,,,,,36.4705882352941,,,
18-09-2020 18:18:19.009,,52.3757002126877,,,0.39453076725,14.2550313368056,,,51.6051050977814,,-1.87600383792865,54,
18-09-2020 18:18:19.077,,,,,,,916,,,,,,
18-09-2020 18:18:19.122,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:19.169,,52.3793726569454,,,0.396895391694445,14.25739596125,,,52.1653526746463,,-1.37002974444178,53,
18-09-2020 18:18:19.216,,,,,,,927,,,,,,
18-09-2020 18:18:19.261,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:19.309,,52.3825375038914,,,0.398954060388889,14.2594546299444,,,51.7679106570729,,-1.42151575542674,53,
18-09-2020 18:18:19.355,,,,,,,930,,,,,,
18-09-2020 18:18:19.400,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:19.447,,52.3806243035907,,,0.400940575944445,14.2614411455,,,48.2214620476338,,-1.45699209925636,52,
18-09-2020 18:18:19.493,,,,,,,934,,,,,,
18-09-2020 18:18:19.539,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:19.586,,52.3736687957601,,,0.402916670111111,14.2634172396667,,,45.1845607209535,,-1.44296371356062,51,
18-09-2020 18:18:19.633,,,,,,,938,,,,,,
18-09-2020 18:18:19.678,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:19.719,,52.3623621563046,,,0.404758093722222,14.2652586632778,,,41.6337673383223,,-1.51664775710243,50,
18-09-2020 18:18:19.763,,,,,,,939,,,,,,
18-09-2020 18:18:19.810,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:19.827,,52.3531861252036,,,0.406266686777778,14.2667672563333,,,40.9704104818436,,-1.60773730652811,50,
18-09-2020 18:18:19.870,,,,,,,937,,,,,,
18-09-2020 18:18:19.913,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:19.958,,52.3375498893368,,,0.408046728833333,14.2685472983889,,,37.9531150020906,,-1.62924996370031,49,
18-09-2020 18:18:20.006,,,,,,,933,,,,,,
18-09-2020 18:18:20.052,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:20.096,,52.3162885062195,,,0.409889656833333,14.2703902263889,,,35.1873769203012,,-1.63339922465806,48,
18-09-2020 18:18:20.190,,,,,,,924,,,,,,
18-09-2020 18:18:20.232,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:20.275,,52.2890802485035,,,0.412275394166667,14.2727759637222,,,39.6276632618326,,-0.998271492910026,48,
18-09-2020 18:18:20.321,,,,,,,924,,,,,,
18-09-2020 18:18:20.339,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:20.383,,52.2690210842268,,,0.413686193166667,14.2741867627222,,,33.4919955072019,,-1.49909646457887,47,
18-09-2020 18:18:20.427,,,,,,,914,,,,,,
18-09-2020 18:18:20.474,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:20.518,,52.2442399787248,,,0.415443913527778,14.2759444830833,,,36.9609450326378,,-0.992349146853622,47,
18-09-2020 18:18:20.565,,,,,,,909,,,,,,
18-09-2020 18:18:20.609,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:20.626,,52.2244556069601,,,0.416859058722222,14.2773596282778,,,40.1667232858937,,-0.524046129139556,47,
18-09-2020 18:18:20.646,,,,,,,907,,,,,,
18-09-2020 18:18:20.665,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:20.780,,52.1965943313309,,,0.418870483777778,14.2793710533333,,,39.990028815708,,-0.549857818864914,47,
18-09-2020 18:18:20.832,,,,,,,911,,,,,,
18-09-2020 18:18:20.875,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:20.921,,52.1713563927205,,,0.420710467194445,14.28121103675,,,43.7540921922463,,0,47,
18-09-2020 18:18:20.940,,,,,,,907,,,,,,
18-09-2020 18:18:20.960,,,,-0.658823529411765,,,,,,34.1176470588235,,,
18-09-2020 18:18:21.006,,52.156299702824,,,0.42181747125,14.2823180408056,,,43.7540921922463,,0,47,
18-09-2020 18:18:21.053,,,,,,,908,,,,,,
18-09-2020 18:18:21.100,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:21.147,,52.1266956793762,,,0.423615034972222,14.2841156045278,,,37.4445398126079,,-0.533702467577629,46,
18-09-2020 18:18:21.194,,,,,,,904,,,,,,
18-09-2020 18:18:21.239,,,,-0.635294117647059,,,,,,36.4705882352941,,,
18-09-2020 18:18:21.260,,52.1030039686726,,,0.425065965694445,14.28556653525,,,37.1421921979838,,-0.578829840373085,46,
18-09-2020 18:18:21.306,,,,,,,912,,,,,,
18-09-2020 18:18:21.349,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:21.398,,52.0699942617932,,,0.426780201944445,14.2872807715,,,30.7564925008838,,-1.16661981521489,45,
18-09-2020 18:18:21.437,,,,,,,924,,,,,,
18-09-2020 18:18:21.484,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:21.533,,52.0377535798401,,,0.428469668194445,14.28897023775,,,31.4875923986853,,-1.05507341865543,45,
18-09-2020 18:18:21.581,,,,,,,925,,,,,,
18-09-2020 18:18:21.802,,,,-0.647058823529412,,,,,,35.2941176470588,,,
18-09-2020 18:18:22.004,,51.8804041122461,,,0.433976150527778,14.2944767200833,,,23.2976093045388,,-1.29555605874953,42,
18-09-2020 18:18:22.208,,,,,,,931,,,,,,
18-09-2020 18:18:22.410,,,,-0.658823529411765,,,,,,34.1176470588235,,,
