Device time,"Ambient air temperature (â„ƒ)","Average speed (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Distance travelled (km)","Distance travelled (total) (km)","Engine RPM (rpm)","Instant engine power (based on acceleration) (kW)","Intake manifold absolute pressure (kPa)","Vehicle acceleration (m_sec2)","Vehicle speed (km/h)",
18-09-2020 18:30:05.908,,22.8671316242576,,,0.102228589222222,16.4767571913611,,177.494612868113,,3.33078404638949,70,
18-09-2020 18:30:05.958,,,,,,,2646,,,,,
18-09-2020 18:30:06.007,,,,1.55,,,,,255,,,
18-09-2020 18:30:06.079,,23.3733394650978,,,0.105602241,16.4801308431389,,178.187519990581,,2.72655936019649,71,
18-09-2020 18:30:06.127,,,,,,,2714,,,,,
18-09-2020 18:30:06.176,,,,1.55,,,,,255,,,
18-09-2020 18:30:06.225,,23.8142669669219,,,0.108558927555556,16.4830875296944,,191.984314503502,,2.71854077430566,73,
18-09-2020 18:30:06.276,,,,,,,2771,,,,,
18-09-2020 18:30:06.324,,,,1.55,,,,,255,,,
18-09-2020 18:30:06.536,,24.7663947669137,,,0.115039287972222,16.4895678901111,,204.216289710701,,2.49361534726486,75,
18-09-2020 18:30:06.740,,,,,,,2916,,,,,
18-09-2020 18:30:06.941,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.151,,26.7652967815201,,,0.128906296722222,16.5034348988611,,252.101150362533,,2.45835539260324,81,
18-09-2020 18:30:07.234,,,,,,,3152,,,,,
18-09-2020 18:30:07.284,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.335,,27.3707693305037,,,0.133207232972222,16.5077358351111,,296.01177317996,,3.09744789674482,85,
18-09-2020 18:30:07.385,,,,,,,3201,,,,,
18-09-2020 18:30:07.434,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.482,,27.8574133483071,,,0.136710371305556,16.5112389734444,,302.955323445643,,2.87225234375349,86,
18-09-2020 18:30:07.531,,,,,,,3255,,,,,
18-09-2020 18:30:07.581,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.630,,28.3599637786179,,,0.140349408416667,16.5148780105555,,328.251965635462,,3.3021400987092,88,
18-09-2020 18:30:07.679,,,,,,,3305,,,,,
18-09-2020 18:30:07.732,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.779,,28.8630110713631,,,0.144033763666667,16.5185623658055,,341.570534120654,,3.53669563096604,89,
18-09-2020 18:30:07.826,,,,,,,3367,,,,,
18-09-2020 18:30:07.879,,,,1.55,,,,,255,,,
18-09-2020 18:30:07.925,,29.3599414284428,,,0.147694741694444,16.5222233438333,,353.862207898034,,2.82196218028862,91,
18-09-2020 18:30:07.972,,,,,,,3419,,,,,
18-09-2020 18:30:08.023,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.068,,29.8490018394719,,,0.151336508027778,16.5258651101667,,365.158340184292,,2.84598999156392,92,
18-09-2020 18:30:08.116,,,,,,,3466,,,,,
18-09-2020 18:30:08.160,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.205,,30.3198289056169,,,0.154878392361111,16.5294069945,,370.731142562542,,2.4162552508851,93,
18-09-2020 18:30:08.252,,,,,,,3514,,,,,
18-09-2020 18:30:08.294,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.363,,30.8617348471242,,,0.158999605638889,16.5335282077778,,381.650109093494,,2.38047138970472,94,
18-09-2020 18:30:08.409,,,,,,,3574,,,,,
18-09-2020 18:30:08.455,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.502,,31.3529608832287,,,0.162757789638889,16.5372863917778,,405.498011623006,,2.40656385864368,96,
18-09-2020 18:30:08.553,,,,,,,3618,,,,,
18-09-2020 18:30:08.600,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.646,,31.8497109444111,,,0.166597138555556,16.5411257406944,,417.545586605212,,2.40175224157938,97,
18-09-2020 18:30:08.694,,,,,,,3659,,,,,
18-09-2020 18:30:08.763,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.808,,32.4209315063629,,,0.171040022055556,16.5455686241944,,447.579416923234,,2.76417939723309,99,
18-09-2020 18:30:08.856,,,,,,,3714,,,,,
18-09-2020 18:30:08.903,,,,1.55,,,,,255,,,
18-09-2020 18:30:08.948,,32.9152740410514,,,0.1749275665,16.5494561686389,,461.679372920506,,2.84857580609995,100,
18-09-2020 18:30:08.994,,,,,,,3761,,,,,
18-09-2020 18:30:09.039,,,,1.55,,,,,255,,,
18-09-2020 18:30:09.084,,33.3979725399792,,,0.178760235944444,16.5532888380833,,468.258639138605,,2.38659401645368,101,
18-09-2020 18:30:09.132,,,,,,,3807,,,,,
18-09-2020 18:30:09.186,,,,1.55,,,,,255,,,
18-09-2020 18:30:09.230,,33.9144206108012,,,0.182901447277778,16.5574300494167,,481.48306394754,,2.37702431431548,102,
18-09-2020 18:30:09.353,,,,,,,3848,,,,,
18-09-2020 18:30:09.402,,,,1.55,,,,,255,,,
18-09-2020 18:30:09.447,,34.6898536294275,,,0.189176449055556,16.5637050511944,,505.96157719989,,2.17152866723592,104,
18-09-2020 18:30:09.495,,,,,,,3910,,,,,
18-09-2020 18:30:09.541,,,,1.54,,,,,254,,,
18-09-2020 18:30:09.588,,35.1955825258922,,,0.1933052845,16.5678338866389,,540.933727293719,,2.60418090828101,106,
18-09-2020 18:30:09.647,,,,,,,3954,,,,,
18-09-2020 18:30:09.696,,,,1.52,,,,,252,,,
18-09-2020 18:30:09.743,,35.7453813717343,,,0.197861355888889,16.5723899580278,,533.533273208274,,2.11007783131805,106,
18-09-2020 18:30:09.788,,,,,,,4005,,,,,
18-09-2020 18:30:09.836,,,,1.51,,,,,251,,,
18-09-2020 18:30:09.885,,36.2515984738694,,,0.202099224638889,16.5766278267778,,548.351781381222,,2.12200809802428,107,
18-09-2020 18:30:09.930,,,,,,,4039,,,,,
18-09-2020 18:30:09.976,,,,1.48,,,,,248,,,
18-09-2020 18:30:10.020,,36.739159952975,,,0.206199335333333,16.5807279374722,,583.094319368278,,2.42384290441998,109,
18-09-2020 18:30:10.069,,,,,,,4074,,,,,
18-09-2020 18:30:10.116,,,,1.47,,,,,247,,,
18-09-2020 18:30:10.164,,37.2483448959343,,,0.210540720555556,16.5850693226944,,568.038213653712,,1.44626536967902,109,
18-09-2020 18:30:10.210,,,,,,,4119,,,,,
18-09-2020 18:30:10.256,,,,1.44,,,,,244,,,
18-09-2020 18:30:10.302,,37.7478359177732,,,0.214818931888889,16.5893475340278,,615.318969884031,,2.48397073810932,111,
18-09-2020 18:30:10.350,,,,,,,4154,,,,,
18-09-2020 18:30:10.395,,,,1.43,,,,,243,,,
18-09-2020 18:30:10.617,,38.8700616761496,,,0.224600100333333,16.5991287024722,,622.115850288492,,1.8980646649373,112,
18-09-2020 18:30:10.821,,,,,,,4254,,,,,
18-09-2020 18:30:11.022,,,,1.35,,,,,235,,,
18-09-2020 18:30:11.226,,41.0751160646625,,,0.244326399777778,16.6188550019167,,684.239258307831,,1.61260085942964,116,
18-09-2020 18:30:11.315,,,,,,,4403,,,,,
18-09-2020 18:30:11.362,,,,1.29,,,,,229,,,
18-09-2020 18:30:11.412,,41.730430324948,,,0.250357048722222,16.6248856508611,,725.828452997883,,2.00358545624566,118,
18-09-2020 18:30:11.461,,,,,,,4428,,,,,
18-09-2020 18:30:11.509,,,,1.27,,,,,227,,,
18-09-2020 18:30:11.558,,42.2492712087735,,,0.255183401138889,16.6297120032778,,739.9242039763,,1.76920815807004,119,
18-09-2020 18:30:11.608,,,,,,,4457,,,,,
18-09-2020 18:30:11.656,,,,1.25,,,,,225,,,
18-09-2020 18:30:11.703,,42.7631728987858,,,0.260005764472222,16.6345343666111,,762.929360332684,,2.04644224685197,120,
18-09-2020 18:30:11.753,,,,,,,4499,,,,,
18-09-2020 18:30:11.800,,,,1.23,,,,,223,,,
18-09-2020 18:30:11.845,,43.2675741073661,,,0.264779715277778,16.6393083174167,,784.973223411653,,2.24512065682532,121,
18-09-2020 18:30:11.893,,,,,,,4518,,,,,
18-09-2020 18:30:11.940,,,,1.21,,,,,221,,,
18-09-2020 18:30:11.985,,43.7615866893935,,,0.26951569225,16.6440442943889,,771.422592057764,,1.45254776296605,121,
18-09-2020 18:30:12.034,,,,,,,4556,,,,,
18-09-2020 18:30:12.078,,,,1.19,,,,,219,,,
18-09-2020 18:30:12.125,,44.2444704380071,,,0.27418191775,16.6487105198889,,790.586178194832,,1.46963115961364,122,
18-09-2020 18:30:12.170,,,,,,,4583,,,,,
18-09-2020 18:30:12.239,,,,1.16,,,,,216,,,
18-09-2020 18:30:12.283,,44.8010061596629,,,0.279606631166667,16.6541352333055,,809.157541444392,,1.43461114147705,123,
18-09-2020 18:30:12.329,,,,,,,4614,,,,,
18-09-2020 18:30:12.375,,,,1.14,,,,,214,,,
18-09-2020 18:30:12.421,,45.2828046144484,,,0.284343382944444,16.6588719850833,,828.846558395403,,1.44619459057277,124,
18-09-2020 18:30:12.470,,,,,,,4641,,,,,
18-09-2020 18:30:12.519,,,,1.11,,,,,211,,,
18-09-2020 18:30:12.566,,45.7912580922502,,,0.289381886416667,16.6639104885555,,856.896664907581,,1.91322920124231,125,
18-09-2020 18:30:12.611,,,,,,,4665,,,,,
18-09-2020 18:30:12.656,,,,1.1,,,,,210,,,
18-09-2020 18:30:12.701,,46.2650854965264,,,0.294113746416667,16.6686423485555,,877.347581873458,,1.92826045800737,126,
18-09-2020 18:30:12.749,,,,,,,4685,,,,,
18-09-2020 18:30:12.796,,,,1.07,,,,,207,,,
18-09-2020 18:30:12.840,,46.7439721076005,,,0.298953574416667,16.6734821765555,,869.69333061617,,1.4983309791557,126,
18-09-2020 18:30:13.409,,,100,,,,,,,,,
18-09-2020 18:30:13.537,18,,,,,,,,,,,
18-09-2020 18:30:13.584,,,,,,,4714,,,,,
18-09-2020 18:30:13.643,,,,0.47,,,,,147,,,
18-09-2020 18:30:13.692,,49.5739312159068,,,0.328792813916667,16.7033214160555,,850.798435320996,,0.437028937434063,126,
18-09-2020 18:30:13.738,,,,,,,4389,,,,,
18-09-2020 18:30:13.784,,,,0.38,,,,,138,,,
18-09-2020 18:30:13.828,,50.0061251722141,,,0.333545537416667,16.7080741395555,,846.936668929133,,0.220118470754571,126,
18-09-2020 18:30:13.874,,,,,,,4142,,,,,
18-09-2020 18:30:13.923,,,,0.33,,,,,133,,,
18-09-2020 18:30:13.969,,50.4484410600838,,,0.338465823416667,16.7129944255555,,843.017788823433,,0,126,
18-09-2020 18:30:14.015,,,,,,,3906,,,,,
18-09-2020 18:30:14.061,,,,0.32,,,,,132,,,
18-09-2020 18:30:14.104,,50.8590901357553,,,0.343136769083333,16.7176653712222,,795.81030400333,,-0.439338557174219,124,
18-09-2020 18:30:14.149,,,,,,,3684,,,,,
18-09-2020 18:30:14.196,,,,0.33,,,,,133,,,
18-09-2020 18:30:14.240,,51.2612459602804,,,0.347788813583333,16.7223174157222,,757.803745609895,,-1.52021881908064,123,
18-09-2020 18:30:14.287,,,,,,,3474,,,,,
18-09-2020 18:30:14.333,,,,0.35,,,,,135,,,
18-09-2020 18:30:14.379,,51.65910006261,,,0.352470516138889,16.7269991182778,,730.45643525917,,-2.01851417534885,122,
18-09-2020 18:30:14.423,,,,,,,3253,,,,,
18-09-2020 18:30:14.468,,,,0.38,,,,,138,,,
18-09-2020 18:30:14.513,,52.0243535081076,,,0.356898436722222,16.7314270388611,,650.065209123688,,-3.57495427888831,119,
18-09-2020 18:30:14.722,,,,,,,3041,,,,,
18-09-2020 18:30:14.925,,,,0.45,,,,,145,,,
18-09-2020 18:30:15.129,,53.4617305720068,,,0.375921518055556,16.7504501201944,,521.092827782658,,-3.52380187212546,111,
18-09-2020 18:30:15.329,,,,,,,2069,,,,,
18-09-2020 18:30:15.410,,,,0.47,,,,,147,,,
18-09-2020 18:30:15.457,,54.0820542210421,,,0.385206263555556,16.7597348656944,,378.11642261443,,-4.79505838271284,102,
18-09-2020 18:30:15.506,,,,,,,1730,,,,,
18-09-2020 18:30:15.550,,,,0.45,,,,,145,,,
18-09-2020 18:30:15.597,,54.3196157552937,,,0.389002448722222,16.7635310508611,,320.86075738889,,-5.47299362242999,98,
18-09-2020 18:30:15.645,,,,,,,1562,,,,,
18-09-2020 18:30:15.688,,,,0.43,,,,,143,,,
18-09-2020 18:30:15.737,,54.5450972624251,,,0.392741904722222,16.7672705068611,,302.062951888707,,-5.21881791015169,96,
18-09-2020 18:30:15.782,,,,,,,1401,,,,,
18-09-2020 18:30:15.870,,,,0.42,,,,,142,,,
18-09-2020 18:30:15.916,,54.8029152713839,,,0.3973333385,16.7718619406389,,241.01172728552,,-6.70420201174895,92,
18-09-2020 18:30:15.962,,,,,,,1228,,,,,
18-09-2020 18:30:16.008,,,,0.39,,,,,139,,,
18-09-2020 18:30:16.047,,54.97286871284,,,0.400556236166667,16.7750848383055,,220.109812053324,,-6.12183156837162,89,
18-09-2020 18:30:16.096,,,,,,,1107,,,,,
18-09-2020 18:30:16.141,,,,0.36,,,,,136,,,
18-09-2020 18:30:16.187,,55.1481718841151,,,0.403977781277778,16.7785063834167,,228.669804668449,,-4.70659500894592,88,
18-09-2020 18:30:16.231,,,,,,,987,,,,,
18-09-2020 18:30:16.278,,,,0.32,,,,,132,,,
18-09-2020 18:30:16.332,,55.3059093159403,,,0.407360589611111,16.78188919175,,183.272228878203,,-5.60374119210964,84,
18-09-2020 18:30:16.379,,,,,,,947,,,,,
18-09-2020 18:30:16.425,,,,0.28,,,,,128,,,
18-09-2020 18:30:16.470,,55.4447680558152,,,0.410518867444444,16.7850474695833,,174.267384903619,,-5.0141035702403,82,
18-09-2020 18:30:16.516,,,,,,,942,,,,,
18-09-2020 18:30:16.564,,,,0.25,,,,,125,,,
18-09-2020 18:30:16.611,,55.5576996705294,,,0.413521647138889,16.7880502492778,,128.067326247435,,-5.91265634837182,77,
18-09-2020 18:30:16.657,,,,,,,934,,,,,
18-09-2020 18:30:16.702,,,,0.22,,,,,122,,,
18-09-2020 18:30:16.748,,55.6620010201396,,,0.416422698027778,16.7909513001667,,121.22882095727,,-5.93825638540709,76,
18-09-2020 18:30:16.795,,,,,,,926,,,,,
18-09-2020 18:30:16.841,,,,0.2,,,,,120,,,
18-09-2020 18:30:16.889,,55.7472175140526,,,0.419246988027778,16.7937755901667,,96.4729823645921,,-5.97878905008701,72,
18-09-2020 18:30:16.935,,,,,,,920,,,,,
18-09-2020 18:30:16.982,,,,0.18,,,,,118,,,
18-09-2020 18:30:17.028,,55.8198993813728,,,0.421945342194444,16.7964739443333,,85.4506031241204,,-5.97520516912609,70,
18-09-2020 18:30:17.074,,,,,,,915,,,,,
18-09-2020 18:30:17.121,,,,0.16,,,,,116,,,
18-09-2020 18:30:17.165,,55.8808650336922,,,0.424531319861111,16.799059922,,89.1622604211962,,-4.51161822903104,68,
18-09-2020 18:30:17.210,,,,,,,912,,,,,
18-09-2020 18:30:17.259,,,,0.15,,,,,115,,,
18-09-2020 18:30:17.325,,55.9282115533943,,,0.427383437194444,16.8019120393333,,58.2031797553322,,-5.7803595175527,64,
18-09-2020 18:30:17.375,,,,,,,909,,,,,
18-09-2020 18:30:17.423,,,,0.14,,,,,114,,,
18-09-2020 18:30:17.469,,55.9650312460883,,,0.429903060944444,16.8044316630833,,66.9903285247665,,-4.3122853559964,63,
18-09-2020 18:30:17.516,,,,,,,906,,,,,
18-09-2020 18:30:17.564,,,,0.13,,,,,113,,,
18-09-2020 18:30:17.610,,55.980353830057,,,0.432203272638889,16.8067318747778,,42.7484131963259,,-5.25449135291287,59,
18-09-2020 18:30:17.655,,,,,,,904,,,,,
18-09-2020 18:30:17.704,,,,0.13,,,,,113,,,
18-09-2020 18:30:17.753,,55.9856417507588,,,0.434499864388889,16.8090284665278,,36.2015863466217,,-5.19548219005709,57,
18-09-2020 18:30:17.805,,,,,,,900,,,,,
18-09-2020 18:30:17.859,,,,0.12,,,,,112,,,
18-09-2020 18:30:17.912,,55.9745349662393,,,0.436857970888889,16.8113865730278,,30.2521621491375,,-4.73230567719001,54,
18-09-2020 18:30:17.960,,,,,,,902,,,,,
18-09-2020 18:30:18.012,,,,0.12,,,,,112,,,
18-09-2020 18:30:18.085,,55.9501362967126,,,0.439364207666667,16.8138928098055,,22.841559419652,,-4.95609834023691,52,
18-09-2020 18:30:18.133,,,,,,,900,,,,,
18-09-2020 18:30:18.184,,,,0.11,,,,,111,,,
18-09-2020 18:30:18.234,,55.9134915296208,,,0.441403613527778,16.8159322156667,,18.7957299112385,,-4.44640299603614,49,
18-09-2020 18:30:18.285,,,,,,,901,,,,,
18-09-2020 18:30:18.333,,,,0.11,,,,,111,,,
18-09-2020 18:30:18.384,,55.8667126579305,,,0.443360927222222,16.8178895293611,,14.5107006268356,,-4.4034689330511,47,
18-09-2020 18:30:18.434,,,,,,,899,,,,,
18-09-2020 18:30:18.483,,,,0.1,,,,,110,,,
18-09-2020 18:30:18.554,,55.7971760734546,,,0.445419085888889,16.8199476880278,,9.00012610876515,,-4.32660772546269,44,
18-09-2020 18:30:18.605,,,,,,,898,,,,,
18-09-2020 18:30:18.817,,,,0.1,,,,,110,,,
18-09-2020 18:30:19.019,,55.511339991728,,,0.4503701365,16.8248987386389,,0.764904604537717,,-4.16436763827551,38,
18-09-2020 18:30:19.222,,,,,,,896,,,,,
18-09-2020 18:30:19.423,,,,0.09,,,,,109,,,
18-09-2020 18:30:19.511,,55.091014473291,,,0.454447744833333,16.8289763469722,,-6.15093505761045,,-4.13536856498454,30,
18-09-2020 18:30:19.560,,,,,,,896,,,,,
18-09-2020 18:30:19.613,,,,0.09,,,,,109,,,
18-09-2020 18:30:19.661,,54.9607210607329,,,0.455648334361111,16.8301769365,,-5.7655021759526,,-3.91537128565366,29,
18-09-2020 18:30:19.707,,,,,,,896,,,,,
18-09-2020 18:30:19.752,,,,0.09,,,,,109,,,
18-09-2020 18:30:19.799,,54.8326716818377,,,0.456678154111111,16.83120675625,,-6.1784534025769,,-3.79379152355034,27,
18-09-2020 18:30:19.846,,,,,,,897,,,,,
18-09-2020 18:30:19.883,,,,0.09,,,,,109,,,
18-09-2020 18:30:19.928,,54.7087300614146,,,0.457613043333333,16.8321416454722,,-6.06674178591467,,-3.66759581539054,26,
18-09-2020 18:30:19.973,,,,,,,896,,,,,
18-09-2020 18:30:20.016,,,,0.09,,,,,109,,,
18-09-2020 18:30:20.059,,54.5779391076244,,,0.458537686388889,16.8330662885278,,-2.35322363933486,,-2.53027903957733,25,
18-09-2020 18:30:20.109,,,,,,,895,,,,,
18-09-2020 18:30:20.156,,,,0.09,,,,,109,,,
18-09-2020 18:30:20.199,,54.4345301841548,,,0.459419239333333,16.8339478414722,,-4.92992731769082,,-3.09475036258095,23,
18-09-2020 18:30:20.246,,,,,,,896,,,,,
18-09-2020 18:30:20.291,,,,0.08,,,,,108,,,
18-09-2020 18:30:20.335,,54.2903377229157,,,0.460248407111111,16.83477700925,,-3.56143870302397,,-2.58925418086873,22,
18-09-2020 18:30:20.379,,,,,,,895,,,,,
18-09-2020 18:30:20.422,,,,0.08,,,,,108,,,
18-09-2020 18:30:20.465,,54.1489160607928,,,0.461007909444444,16.8355365115833,,-3.77190632308809,,-2.58649075053319,21,
18-09-2020 18:30:20.511,,,,,,,895,,,,,
18-09-2020 18:30:20.555,,,,0.08,,,,,108,,,
18-09-2020 18:30:20.599,,53.993930365107,,,0.461724306555556,16.8362529086944,,-5.39793067743404,,-3.08736711740374,19,
18-09-2020 18:30:20.671,,,,,,,896,,,,,
18-09-2020 18:30:20.715,,,,0.08,,,,,108,,,
18-09-2020 18:30:20.759,,53.8100345451652,,,0.462514769555556,16.8370433716944,,-3.85279675196406,,-2.4811981749656,18,
18-09-2020 18:30:20.805,,,,,,,895,,,,,
18-09-2020 18:30:20.852,,,,0.08,,,,,108,,,
18-09-2020 18:30:20.898,,53.6403544312983,,,0.463134713555556,16.8376633156944,,-4.96226650832623,,-2.9584897264965,16,
18-09-2020 18:30:20.945,,,,,,,895,,,,,
18-09-2020 18:30:20.990,,,,0.08,,,,,108,,,
18-09-2020 18:30:21.034,,53.4724107510333,,,0.463699458138889,16.8382280602778,,-4.7875736382952,,-2.9299372313687,15,
18-09-2020 18:30:21.080,,,,,,,897,,,,,
18-09-2020 18:30:21.126,,,,0.08,,,,,108,,,
18-09-2020 18:30:21.163,,53.3134814138012,,,0.464239631055556,16.8387682331944,,-2.75165726394938,,-1.96935680806649,15,
18-09-2020 18:30:21.207,,,,,,,898,,,,,
18-09-2020 18:30:21.254,,,,0.08,,,,,108,,,
18-09-2020 18:30:21.328,,53.1029199299112,,,0.4648340185,16.8393626206389,,-3.55588100437921,,-2.43989137291302,13,
18-09-2020 18:30:21.375,,,,,,,898,,,,,
18-09-2020 18:30:21.444,,,,0.08,,,,,108,,,
18-09-2020 18:30:21.489,,52.8887105390716,,,0.465326381555556,16.8398549836944,,-3.09447977376102,,-2.35183903276123,11,
18-09-2020 18:30:21.534,,,,,,,898,,,,,
18-09-2020 18:30:21.580,,,,0.08,,,,,108,,,
18-09-2020 18:30:21.625,,52.7099315984654,,,0.465741219055556,16.8402698211944,,-2.36059276668322,,-1.8796655766674,11,
18-09-2020 18:30:21.671,,,,,,,896,,,,,
18-09-2020 18:30:21.715,,,,0.08,,,,,108,,,
